OBJECTID,maint_id,map_id,meta_id,media_id,coord_id,care_typ_d,grnd_name,grnd_desc,narrative,area_size,area_u_d,perim,perim_u_d,project_id,user_flag,instln_id,facil_id,grid_value,coord_x,coord_y,coord_z,acc_type_d,SHAPE_Length,SHAPE_Area,Responsibility,ResponsibilityAO,GlobalID,Brigade
1,RILEY12901,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.380385102,ACR,2751.479693,FT,,,20605,,,690512.6329,4332624.702,,,838.6526877,5586.220315,Troop,88316,{D8E9DAC4-0F6B-428C-A527-F0FE58D7FE2B},1 CAB
2,RILEY15148,,,,,,Custer Hill Troop,Type-B,Improved,0.034969602,ACR,191.8467009,FT,,,20605,,,689627.526,4328759.321,,,58.47499138,141.5169595,PWKenny,,{C93201DC-7FBD-468B-9415-0F20B123D3E6},
3,RILEY15339,,,,,,Custer Hill Troop,PW-14 Day,Improved,9.308030405,ACR,4953.312829,FT,,,20605,,,688327.77,4330165.035,,,1509.77277,37668.26262,Troop,7103,{FB4B5961-0188-4DBC-917E-6441A99524A0},1 BDE
4,RILEY15340,,,,,,Custer Hill Troop,PW-14 Day,Improved,4.776832932,ACR,9117.380077,FT,,,20605,,,687967.052,4330432.022,,,2778.983006,19331.15703,Troop,8410,{A785B7CC-11C8-4A5F-9F9C-1C53ECF13193},1 BDE
5,RILEY15341,,,,,,Custer Hill Troop,PW-14 Day,Improved,3.818098245,ACR,2259.032326,FT,,,20605,,,688505.0798,4331173.758,,,688.5544301,15451.2954,Troop,7232,{AC0F8A9C-948E-4A7D-8072-3EB85D893CBC},1 BDE
6,RILEY15342,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.574000595,ACR,3203.402488,FT,,,20605,,,688678.913,4330668.607,,,585.1457115,6369.754416,Troop,7011,{889EAAB6-1B6D-4587-BFAD-379753DFB480},1 BDE
7,RILEY15343,,,,,,Custer Hill Troop,PW-14 Day,Improved,2.974021903,ACR,4419.462174,FT,,,20605,,,688335.2879,4331623.045,,,1350.375074,12053.25567,Troop,7550,{ED3B4B56-CF79-4A13-8310-18CF798E3799},2 BDE
8,RILEY15345,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.365418932,ACR,2269.534214,FT,,,20605,,,688008.0647,4331717.48,,,691.7554121,5525.654374,Troop,8460,{FB4A3AA0-160B-4A75-9F4C-D2986C6D8AE5},
9,RILEY15346,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.401438146,ACR,1498.976342,FT,,,20605,,,688416.9714,4330463.414,,,456.888903,5671.41896,Troop,7120,{2F39F662-041B-445F-A1A8-CB04B374EF51},1 BDE
10,RILEY15347,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.27873689,ACR,1800.592532,FT,,,20605,,,688143.8501,4330880.1,,,548.8217015,5174.864595,Troop,7050,{75F69974-A29B-4582-9EEA-8CF2AAE195DC},1 BDE
11,RILEY15348,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.15957994,ACR,1261.898403,FT,,,20605,,,688238.9362,4330666.869,,,384.6274025,4692.653529,Troop,7120,{E052F2DB-9098-4B1B-8A8D-4362B1BFD2E6},1 BDE
12,RILEY15349,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.029844779,ACR,1280.997704,FT,,,20605,,,688341.6978,4330985.287,,,390.448881,4167.633957,Troop,7305,{9656B7A5-2550-4DCC-9C6F-B7659E5A7780},1 BDE
13,RILEY15350,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.565728267,ACR,1089.541145,FT,,,20605,,,688113.2753,4331221.789,,,332.0928052,2289.421072,Troop,8390,{B7B17B70-0036-40C8-BCC6-C8D330635398},1 BDE
14,RILEY15351,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.96771208,ACR,950.3350675,FT,,,20605,,,688299.9978,4330518.368,,,289.6627079,3916.191846,Troop,7120,{640D7E83-4E18-4DC4-B076-82533763CCDB},1 BDE
15,RILEY15354,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.94115634,ACR,812.6806271,FT,,,20605,,,688626.4323,4331262.297,,,247.7055506,3808.72458,Troop,7270,{C94E38CB-AE71-4314-9F87-5836494ABA3C},2 BDE
16,RILEY15356,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.749547497,ACR,2892.146956,FT,,,20605,,,688547.3753,4331033.2,,,881.5281552,3033.311101,Troop,7212,{9CA6D048-7C9A-4665-80D7-D0480882BFB2},1 BDE
17,RILEY15357,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.733457991,ACR,1478.69907,FT,,,20605,,,689256.0382,4330787.929,,,450.708378,2968.199179,Troop,7002,{197C6F3F-4662-41C2-AAFF-123A4A699702},1 BDE
18,RILEY15359,,,,,,Custer Hill Troop,PW-14 Day,Improved,1.274036451,ACR,965.0141182,FT,,,20605,,,688700.0852,4331262.261,,,294.1368915,5155.842595,Troop,7270,{49E976D1-D04B-4E0E-80F6-A4F5A9D8BE19},2 BDE
19,RILEY15360,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.642391438,ACR,880.2595135,FT,,,20605,,,689223.2049,4330911.689,,,268.3036363,2599.665918,Troop,7002,{87887032-2727-47F3-84D3-CDEC8A1536C8},1 BDE
20,RILEY15361,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.595908783,ACR,752.8406246,FT,,,20605,,,688353.1113,4330433.047,,,229.4662813,2411.557287,Troop,7103,{ED5590A5-D632-4FC8-9CF4-7847A0A24CFF},1 BDE
21,RILEY15363,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.53784369,ACR,631.1217802,FT,,,20605,,,688196.8277,4330315.388,,,192.3663033,2176.57619,Troop,7103,{70049EA8-E4CE-42A4-B8CE-BAE717EF312F},1 BDE
22,RILEY15364,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.541625444,ACR,915.424749,FT,,,20605,,,688695.3853,4331067.321,,,279.0220215,2191.880406,Troop,7212,{A7FA2F29-6EE5-4D77-9799-2A2A1A768569},1 BDE
23,RILEY15365,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.559957347,ACR,860.5797653,FT,,,20605,,,688653.6859,4330995.075,,,262.3052371,2266.066987,Troop,7052,{8DD98C9A-BB65-4665-BA68-26EC47A5C0A7},1 BDE
24,RILEY15367,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.368806249,ACR,594.0474475,FT,,,20605,,,688291.0576,4330299.033,,,181.0660241,1492.505938,Troop,7103,{A29D759B-B72D-4D2D-A9F4-CB597BF7ECA9},1 BDE
25,RILEY15368,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.36401206,ACR,802.6764248,FT,,,20605,,,688613.5358,4331026.394,,,244.6562636,1473.104544,Troop,7212,{CB9629FE-261C-4070-A2B4-DA4E54865493},1 BDE
26,RILEY15369,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.470663051,ACR,912.3869945,FT,,,20605,,,689139.365,4330871.751,,,278.0961121,1904.705793,Troop,7002,{56B101A8-61CF-42D0-9577-5B0901A9ACE6},1 BDE
27,RILEY15370,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.454226564,ACR,835.5078714,FT,,,20605,,,689140.6452,4330548.807,,,254.6633085,1838.189687,Troop,7001,{A1FDC74B-4EA0-4C18-9046-052A248F27E2},1 BDE
28,RILEY15372,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.429665323,ACR,643.7913965,FT,,,20605,,,688283.7297,4330246.195,,,196.2280101,1738.793874,Troop,7103,{6E71BB86-46ED-4F6E-9F70-9D3121E2236B},1 BDE
29,RILEY15373,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.386879126,ACR,702.5982183,FT,,,20605,,,688679.3455,4330924.435,,,214.1523652,1565.644277,Troop,7052,{31A59F58-B8E5-4E10-83C9-8E934E601B61},1 BDE
30,RILEY15375,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.380423986,ACR,565.1052548,FT,,,20605,,,689194.697,4330852.244,,,172.2444261,1539.521252,Troop,7002,{CFF9FA1F-3A4E-4778-9922-4556D8554269},1 BDE
31,RILEY15376,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.362912692,ACR,618.9195241,FT,,,20605,,,688644.4332,4331185.116,,,188.6470482,1468.655559,Troop,7232,{9B6F45D3-3767-439D-A653-D5FFB06F0ED0},1 BDE
32,RILEY15381,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.307484434,ACR,619.4636909,FT,,,20605,,,688591.2743,4330844.063,,,188.8129106,1244.345357,Troop,7026,{7EA8BED1-2E83-4D8B-926A-17961DD47587},1 BDE
33,RILEY15382,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.311022091,ACR,757.5371149,FT,,,20605,,,689188.1395,4330629.62,,,230.8977744,1258.661748,Troop,7001,{1F7B2E07-F150-421C-97E2-E16E7DD8794B},1 BDE
34,RILEY15383,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.308046446,ACR,1114.368297,FT,,,20605,,,688419.1446,4330709.573,,,339.6601361,1246.619739,Troop,7123,{46FF5CAE-41B6-4928-B6F8-3C29DB104256},1 BDE
35,RILEY15385,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.295896064,ACR,938.6523323,FT,,,20605,,,688726.5727,4330976.627,,,286.1018031,1197.448886,Troop,7052,{91C79B18-CBD5-4585-B657-3AD834FAC8D0},1 BDE
36,RILEY15386,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.302427068,ACR,762.9835967,FT,,,20605,,,688086.3287,4330376.842,,,232.5578654,1223.878923,Troop,8410,{A057782A-CB7B-4592-8A79-5B7DFA215177},1 BDE
37,RILEY15389,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.285163012,ACR,835.7020743,FT,,,20605,,,688112.6707,4330380.433,,,254.7225017,1154.013766,Troop,8410,{EFF6D7D8-43B3-4C5E-94B8-462DE2194D6B},1 BDE
38,RILEY15390,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.263442263,ACR,1177.180723,FT,,,20605,,,688425.428,4331042.533,,,358.8054019,1066.113015,Troop,7212,{509E38B6-F510-4351-BE3A-214C986C2555},1 BDE
39,RILEY15391,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.272357806,ACR,757.5638542,FT,,,20605,,,688802.2563,4330790.488,,,230.9059246,1102.192937,Troop,7011,{4B2C17B2-38FD-403D-8ED0-49CE21E6E5DF},1 BDE
40,RILEY15392,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.261422533,ACR,897.5926457,FT,,,20605,,,688538.4236,4330665.633,,,273.5867856,1057.939458,Troop,7006,{FC41104B-6019-439E-BB26-AD16B3C48F2F},1 BDE
41,RILEY15397,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.231086008,ACR,403.4189007,FT,,,20605,,,688565.6529,4331301.017,,,122.9623269,935.1718937,Troop,7245,{6A1C2A65-DB08-41E5-8DD7-C98A10AE1913},2 BDE
42,RILEY15399,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.199358156,ACR,683.8548141,FT,,,20605,,,688558.0865,4330779.693,,,208.4393642,806.7738351,Troop,7024,{F3EC2113-984F-435A-A3C2-32FFCC7C555B},1 BDE
43,RILEY15400,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.232740098,ACR,500.0455163,FT,,,20605,,,689179.7458,4330897.814,,,152.4141782,941.865759,Troop,7002,{B331FC85-7020-4351-9472-17CD1573B2B6},1 BDE
44,RILEY15401,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.213061931,ACR,475.674316,FT,,,20605,,,688626.4086,4330899.239,,,144.9858215,862.2310438,Troop,7052,{EA7E261F-009B-4635-A622-A61E0E07509A},1 BDE
45,RILEY15402,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.207310702,ACR,473.6964084,FT,,,20605,,,688443.0906,4330390.718,,,144.3829541,838.9566449,Troop,7103,{7702B486-FE5A-4DCA-BE6A-0437D56843E9},1 BDE
46,RILEY15403,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.210881551,ACR,381.7938188,FT,,,20605,,,689136.4348,4330818.313,,,116.3709887,853.4073582,Troop,7002,{D54CB731-7831-4830-B8E1-F2F359D97315},1 BDE
47,RILEY15408,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.176917759,ACR,775.8113185,FT,,,20605,,,688488.8176,4330772.512,,,236.4677628,715.9607697,Troop,7024,{DBCCE049-97A2-4FAB-96FC-E75F491A744E},1 BDE
48,RILEY15410,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.183844374,ACR,732.9777289,FT,,,20605,,,688478.3751,4331017.427,,,223.4120586,743.9917836,Troop,7212,{65164B2B-89C1-45E9-AF7C-2128708DEFF0},1 BDE
49,RILEY15412,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.171351886,ACR,460.1162543,FT,,,20605,,,688653.2793,4331313.097,,,140.2437148,693.4364823,Troop,7270,{8E08729E-DB29-4B43-BB1A-4E11EFE78EF7},2 BDE
50,RILEY15417,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.173312247,ACR,615.5552586,FT,,,20605,,,688692.3739,4330868.493,,,187.6216181,701.369778,Troop,7034,{5C00E9AF-A473-41D5-BA7F-7345403DCFBF},1 BDE
51,RILEY15419,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.171744556,ACR,349.3851452,FT,,,20605,,,688618.049,4330741.607,,,106.4928052,695.0255576,Troop,7006,{1A9A7877-C13C-451A-9FA0-14F325292FCE},1 BDE
52,RILEY15422,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.137541707,ACR,688.8334682,FT,,,20605,,,688513.6459,4330816.546,,,209.956861,556.6115386,Troop,7024,{04738B64-5F23-47BD-B6BE-6DF3083E6E17},1 BDE
53,RILEY15423,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.087713607,ACR,666.7504445,FT,,,20605,,,688707.1567,4330776.439,,,203.2259419,354.964373,Troop,7011,{D302B4E7-DA71-4037-986D-0067E330A6AF},1 BDE
54,RILEY15425,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.130199074,ACR,647.784749,FT,,,20605,,,688600.0472,4330755.932,,,197.4451864,526.8969571,Troop,7006,{3D7BA912-3F71-403E-89B2-A3E3F6369B0E},1 BDE
55,RILEY15426,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.147637428,ACR,425.5459309,FT,,,20605,,,688788.2236,4330751.92,,,129.7066592,597.4674723,Troop,7011,{E4E400DE-069E-49BD-A5F3-EA2187BDE08F},1 BDE
56,RILEY15427,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.141313792,ACR,395.7519193,FT,,,20605,,,688146.5599,4330313.478,,,120.6254263,571.8766273,Troop,8410,{3BB975D2-6FAB-4D8E-9BC9-5D5F0C5AB69B},1 BDE
57,RILEY15429,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.071748872,ACR,277.1870824,FT,,,20605,,,688607.4675,4331201.469,,,84.4867917,290.3573821,Troop,7232,{BEE0EA84-2409-4081-BECE-42958CC36FA7},1 BDE
58,RILEY15430,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.109998473,ACR,552.92779,FT,,,20605,,,688655.5506,4330881.045,,,168.5327275,445.1480264,Troop,7034,{D44DCBCC-C400-4C5A-877B-D16F400625AF},1 BDE
59,RILEY15431,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.129265655,ACR,693.7973049,FT,,,20605,,,688638.8644,4331453.771,,,211.4698415,523.1195473,Troop,7424,{612F0638-ECC4-4ED2-9360-5041D2D0B781},2 BDE
60,RILEY15434,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.123562968,ACR,633.817468,FT,,,20605,,,688736.312,4331266.852,,,193.1879506,500.0415897,Troop,7270,{1C9C4B39-BFBD-456C-ACC0-0BD2AB067D44},2 BDE
61,RILEY15435,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.124240242,ACR,373.695059,FT,,,20605,,,688767.4358,4330794.558,,,113.9024818,502.7824212,Troop,7011,{59D1C832-AD1D-46B4-9E04-AC58DA60BA82},1 BDE
62,RILEY15436,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.124336955,ACR,300.0189741,FT,,,20605,,,688589.8524,4330736.628,,,91.4459662,503.1738035,Troop,7006,{F08DDF28-AC07-47EC-AE3A-A5FF385DA6CD},1 BDE
63,RILEY15438,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.115066051,ACR,542.1025273,FT,,,20605,,,688631.8356,4331338.517,,,165.2331808,465.6557881,Troop,7270,{80D59320-364C-4854-A31D-076453E0143A},2 BDE
64,RILEY15439,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.122159899,ACR,314.4743921,FT,,,20605,,,688510.8781,4331325.379,,,95.85198643,494.36357,Troop,7245,{A9DDE701-B7C8-482C-927C-0DE5B59F6E73},2 BDE
65,RILEY15440,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.113489647,ACR,494.8736707,FT,,,20605,,,688653.4163,4330823.853,,,150.8377965,459.2763071,Troop,7034,{F7D12828-BE15-4F72-B852-335CD5099902},1 BDE
66,RILEY15442,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.115697659,ACR,283.9381222,FT,,,20605,,,688631.1841,4330714.965,,,86.54451272,468.2118144,Troop,7006,{36836175-EE72-4CB8-9F1A-6B696E8452C5},1 BDE
67,RILEY15444,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.118658545,ACR,347.7114345,FT,,,20605,,,688320.9215,4330368.62,,,105.9826572,480.1940931,Troop,7103,{0617214E-876B-48E3-869F-C96C6876A6E1},1 BDE
68,RILEY15447,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.113512553,ACR,310.0647344,FT,,,20605,,,689157.2972,4330803.731,,,94.50792006,459.3690037,Troop,7002,{A3FAF4FD-6B74-45CB-9758-7005D163A657},1 BDE
69,RILEY15448,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.105761093,ACR,337.3018696,FT,,,20605,,,688634.1768,4330856.989,,,102.8098155,427.9999602,Troop,7034,{03269A21-738B-47A4-9E9C-A0F29C0EDA8E},1 BDE
70,RILEY15449,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.109485247,ACR,292.1337987,FT,,,20605,,,688551.6385,4330711.513,,,89.04255993,443.0710737,Troop,7006,{0442FD54-6753-48A1-8FD2-1F3264C83BBC},1 BDE
71,RILEY15450,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.101444379,ACR,312.4043579,FT,,,20605,,,688774.311,4330739.34,,,95.22103873,410.5308352,Troop,7011,{F6ECCE5B-3857-4CF3-8197-C8C12F874072},1 BDE
72,RILEY15455,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.10868032,ACR,739.5254279,FT,,,20605,,,688657.9226,4330896.152,,,225.4078013,439.8136527,Troop,,{D1AC8833-A6D4-4E74-8B15-674C72A96DF7},1 BDE
73,RILEY15456,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.100977197,ACR,259.4595087,FT,,,20605,,,688416.1396,4330406.704,,,79.08341643,408.6402171,Troop,7103,{7036FEF1-7739-4E79-ABEF-05204D4A3A2B},1 BDE
74,RILEY15457,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.10153237,ACR,276.7357298,FT,,,20605,,,688326.0469,4330219.681,,,84.34921913,410.8869234,Troop,7103,{0C473B88-62EA-4C84-B39C-8F3F62ABE1E1},1 BDE
75,RILEY15458,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.095102243,ACR,273.237637,FT,,,20605,,,688482.3059,4330723.304,,,83.28299831,384.8651244,Troop,7123,{945003AA-7636-403C-A585-01CB94B798B1},1 BDE
76,RILEY15459,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.088768172,ACR,315.8474986,FT,,,20605,,,688566.1605,4330682.719,,,96.27051012,359.2320485,Troop,7006,{BE2573FB-88CD-4BB0-B0B3-47A5CE2948C3},1 BDE
77,RILEY15460,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.092850719,ACR,480.4454961,FT,,,20605,,,688752.4656,4330808.133,,,146.4400801,375.7535292,Troop,7011,{3E9FABA5-7AAA-4380-80DC-B98AA0824D23},1 BDE
78,RILEY15461,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.091419234,ACR,366.555683,FT,,,20605,,,688471.6252,4331108.28,,,111.7263956,369.9605155,Troop,7212,{DF7F0926-BFF8-4416-AF72-1E675404EDA8},1 BDE
79,RILEY15462,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.094415232,ACR,278.6074731,FT,,,20605,,,689226.7341,4330866.585,,,84.91972764,382.0848886,Troop,7002,{1DC50003-582C-4AF6-8088-29C6212EEE2C},1 BDE
80,RILEY15463,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.093189771,ACR,486.1066565,FT,,,20605,,,688079.5668,4331313.507,,,148.1656052,377.125624,Troop,8390,{F86452AA-7CBF-4ACC-AD16-06A519654FAA},1 BDE
81,RILEY15466,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.082629843,ACR,325.0161846,FT,,,20605,,,688554.5065,4330829.322,,,99.0651312,334.3911123,Troop,7026,{355147FE-400B-49D9-94F8-47AE0ABEC403},1 BDE
82,RILEY15468,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.081672448,ACR,249.3570632,FT,,,20605,,,688415.4463,4330307.652,,,76.00418486,330.5166715,Troop,7103,{85CF3FC3-F79E-46BB-9B45-FFA86707460B},1 BDE
83,RILEY15469,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.071330463,ACR,477.7529353,FT,,,20605,,,688486.0404,4330960.935,,,145.6193859,288.6641419,Troop,7050,{BF23BA27-D498-4085-B146-7A05F3E46D94},1 BDE
84,RILEY15472,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.078266138,ACR,321.1955032,FT,,,20605,,,688674.9788,4330877.825,,,97.90058518,316.7318228,Troop,7034,{774DD79F-B26C-4382-A674-B34B4296F640},1 BDE
85,RILEY15475,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.074781589,ACR,385.1225406,FT,,,20605,,,688407.9132,4331016.233,,,117.3855851,302.6303544,Troop,7305,{E675A5C5-92BF-4939-B8A6-6B67E2C9DAAA},1 BDE
86,RILEY15476,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.080565954,ACR,250.3958379,FT,,,20605,,,688303.3697,4330343.45,,,76.32080403,326.0388497,Troop,7103,{2A2F64F1-200F-414C-B5E2-65C64D6BE662},1 BDE
87,RILEY15477,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.073175287,ACR,401.2281586,FT,,,20605,,,688621.1158,4331224.496,,,122.2945873,296.1298789,Troop,7270,{51634AD0-F2BF-4C9A-8A4D-52F7A905AED3},2 BDE
88,RILEY15478,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.06752576,ACR,335.0906885,FT,,,20605,,,688514.5175,4330834.223,,,102.1358461,273.267056,Troop,7024,{0C3E119A-E104-4AD9-AEA6-0A2280DEFB5E},1 BDE
89,RILEY15479,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.063712955,ACR,280.0220745,FT,,,20605,,,688424.3432,4330332.648,,,85.350899,257.8371792,Troop,7103,{8BA9555D-6372-49A4-959A-D5CEE065BCC8},1 BDE
90,RILEY15484,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.055790539,ACR,320.5263225,FT,,,20605,,,688626.9861,4331370.178,,,97.6966185,225.7763006,Troop,7410,{769890AF-AAD8-42F2-92D0-FDF97D4A1EE6},2 BDE
91,RILEY15486,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.058624549,ACR,313.0562851,FT,,,20605,,,688730.0252,4330905.657,,,95.41974653,237.245131,Troop,7034,{D92DA855-51C3-4F00-B1A9-E9660FF7F97B},1 BDE
92,RILEY15488,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.065001355,ACR,302.7637646,FT,,,20605,,,688649.792,4331052.793,,,92.28258001,263.0511518,Troop,7212,{7799CA3D-2787-4216-9AB2-FC945684927E},1 BDE
93,RILEY15489,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.062647061,ACR,243.1058519,FT,,,20605,,,688501.415,4331288.547,,,74.09881187,253.5236615,Troop,7243,{99EBC87B-04B3-457E-9BDE-8D78BF6F2344},2 BDE
94,RILEY15490,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.062309772,ACR,219.6265534,FT,,,20605,,,689188.6352,4330825.462,,,66.94230737,252.1587021,Troop,7002,{FB856F15-D36E-4F67-83BC-BE29A2D2C696},1 BDE
95,RILEY15491,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.066327329,ACR,400.6307212,FT,,,20605,,,688614.148,4331307.953,,,122.1124881,268.4171774,Troop,7270,{6DEBD899-95D7-4F9A-ACF1-CBD3A790505E},2 BDE
96,RILEY15493,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.060935241,ACR,225.0145243,FT,,,20605,,,688538.2246,4331319.955,,,68.58456419,246.5961724,Troop,7245,{8942BE5B-D355-40DC-976A-322904179545},2 BDE
97,RILEY15494,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.06041234,ACR,200.7671514,FT,,,20605,,,688568.6852,4330726.514,,,61.19395013,244.4800644,Troop,7006,{926DCF15-2441-40F0-8B9A-DF6D71418AAF},1 BDE
98,RILEY15495,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.034134446,ACR,252.0679412,FT,,,20605,,,688488.0167,4330479.406,,,76.83046215,138.1372027,Troop,7108,{A0CC2E38-9BA6-482D-BCC5-3927103E748F},1 BDE
99,RILEY15496,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.046104683,ACR,271.4141055,FT,,,20605,,,688678.9419,4331360.968,,,82.72718482,186.5790333,Troop,7410,{8C25E7B6-607E-41B7-B4BE-0176EE35ED21},2 BDE
100,RILEY15497,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.069723697,ACR,405.9229057,FT,,,20605,,,688620.084,4331211.534,,,123.7255491,282.1617905,Troop,7232,{D63A92CF-B9AD-4D30-B048-AD8A7E9EA662},1 BDE
101,RILEY15498,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.048336937,ACR,274.490569,FT,,,20605,,,688706.8371,4330806.537,,,83.66489275,195.6126433,Troop,7011,{82EEA146-54EE-446B-AA42-52E841DA6E93},1 BDE
102,RILEY15499,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.056048555,ACR,300.4559253,FT,,,20605,,,688634.4501,4330963.653,,,91.57914919,226.8204542,Troop,7052,{6E0A4630-24DA-47DB-9295-B8ED669F8A48},1 BDE
103,RILEY15500,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.057725923,ACR,277.1587142,FT,,,20605,,,688488.4871,4331269.761,,,84.47814503,233.6085234,Troop,7243,{45A95EC7-D67E-4DDB-BBE0-8DDFFA6F8264},2 BDE
104,RILEY15501,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.097454695,ACR,463.0868387,FT,,,20605,,,688686.4084,4331101.442,,,141.1491507,394.3851583,Troop,7232,{78715A88-109D-4B11-AAC5-3F106726DEB0},1 BDE
105,RILEY15502,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.046112758,ACR,214.2632728,FT,,,20605,,,688440.658,4330355.444,,,65.30757618,186.6117128,Troop,7103,{986A3732-2FC8-4FC9-B37D-C0CAB838A4A9},1 BDE
106,RILEY15503,,,,,,Custer Hill Troop,PW-14 Day,Improved,0.05209666,ACR,314.6160288,FT,,,20605,,,688638.7105,4330803.616,,,95.89515736,210.8277015,Troop,7026,{FD171866-DA25-4D03-88CA-C53F35997480},1 BDE
