OBJECTID,maint_id,map_id,meta_id,media_id,coord_id,care_typ_d,grnd_name,grnd_desc,narrative,area_size,area_u_d,perim,perim_u_d,project_id,user_flag,instln_id,facil_id,grid_value,coord_x,coord_y,coord_z,acc_type_d,SHAPE_Length,SHAPE_Area,Responsibility,ResponsibilityAO,GlobalID,Brigade
2678,RILEY13267,,,,,,Camp Funston,Type-B,Improved,0.024021341,ACR,153.1472942,FT,,,20605,,,696888.3096,4330637.752,,,46.67938863,97.21091949,PWKevin,,{D7C8A650-18B2-49A8-AE48-CAD18203B242},
2679,RILEY13270,,,,,,Camp Funston,NO MOW,Unimproved,0.022781139,ACR,189.868209,FT,,,20605,,,696548.9348,4330713.126,,,57.87194585,92.1919987,NO MOW,,{742B24AC-885A-4728-9AC4-FF81159121D7},
2680,RILEY13272,,,,,,Camp Funston,NG,Improved,0.017237511,ACR,252.5340093,FT,,,20605,,,696513.1445,4329806.237,,,76.97251997,69.75773231,PWKevin,,{769716A8-413C-4CE5-814D-87E04D98CF8C},
2681,RILEY13273,,,,,,Camp Funston,Type-B,Improved,0.019961443,ACR,110.2995969,FT,,,20605,,,696185.1039,4330066.134,,,33.61938437,80.7810941,PWKevin,,{6ECEB030-5D94-49AE-B7F7-42D6E3F50504},
2682,RILEY13275,,,,,,Camp Funston,PW-14 Day,Improved,0.018151139,ACR,118.3265864,FT,,,20605,,,694976.0896,4330117.094,,,36.06601568,73.45505401,PWKevin,,{FD9CF238-243A-4A15-9E95-2CF75BF427D6},
2683,RILEY13280,,,,,,Main Post,Type-B,Improved,0.017652996,ACR,253.2299622,FT,,,20605,,,692031.7593,4326486.749,,,77.18464686,71.43913977,PWKevin,,{BF2E8991-6C2C-4971-BFFE-C82AD5B147C0},
2684,RILEY13281,,,,,,Marshall Army Airfield,PW-LAND,Improved,0.008813536,ACR,72.95506147,FT,,,20605,,,693126.5035,4323707.498,,,22.23674721,35.66712604,PWKevin,,{5137DCD6-EECA-4775-B615-58CCF9C5EAAF},
2685,RILEY13283,,,,,,Camp Funston,NEC,Improved,0.274563035,ACR,792.8960074,FT,,,20605,,,696175.7224,4330235.108,,,241.6751864,1111.117181,PWKevin,,{B0967A46-FD03-48D0-BAF4-351679A94268},
2686,RILEY13285,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,18.06847654,ACR,4419.525344,FT,,,20605,,,692573.786,4324233.515,,,1441.321937,72413.66991,HAYLEASE,,{40B497A6-6610-4D21-9D9C-A30B061C1E38},
2687,RILEY13286,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,15.43548582,ACR,7118.152957,FT,,,20605,,,694365.918,4325779.133,,,2169.617361,62465.19493,HAYLEASE,,{F2F028B1-B628-4ECB-BED8-94D8BD45B3DA},
2688,RILEY13287,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,14.92225905,ACR,4408.58205,FT,,,20605,,,693468.232,4323929.61,,,1343.738496,60388.23909,HAYLEASE,,{794C18C9-9A39-41C8-A21E-E2E0FB2C69AC},
2689,RILEY13288,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,11.83925724,ACR,3818.280185,FT,,,20605,,,692683.5833,4324711.697,,,1163.814128,47911.77418,HAYLEASE,,{A33C0A3C-A66E-4858-A8CB-D436CCD638B3},
2690,RILEY13289,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,2.622914005,ACR,2006.993868,FT,,,20605,,,694598.7894,4325599.361,,,611.7329544,10614.55639,HAYLEASE,,{420A31CC-A434-404F-BC12-6CA5C89DDDDF},
2691,RILEY13290,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,2.519275239,ACR,2516.921062,FT,,,20605,,,693882.2311,4324475.321,,,767.159074,10195.14518,HAYLEASE,,{33F59715-8EAD-4CCA-9473-4E45B9C801AF},
2692,RILEY13291,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,1.640283318,ACR,1743.557423,FT,,,20605,,,694039.003,4324728.67,,,531.4373654,6637.991082,HAYLEASE,,{8BA00406-F4DE-48D9-B887-4D9E875E4E9F},
2693,RILEY13292,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,1.506614424,ACR,1914.850801,FT,,,20605,,,694186.7902,4324964.661,,,583.6476916,6097.052259,HAYLEASE,,{D8B4DB8E-24FD-4222-AC5B-420F88243584},
2694,RILEY13293,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,0.757449671,ACR,2513.150191,FT,,,20605,,,694445.2058,4325352.94,,,766.0097101,3065.290064,HAYLEASE,,{D41124AB-997D-4937-A4A1-45B8EA99915E},
2695,RILEY13294,,,,,,Marshall Army Airfield,HAYLEASE,Unimproved,0.236070313,ACR,417.2318146,FT,,,20605,,,694114.5039,4324970.931,,,127.1725114,955.3426608,HAYLEASE,,{9403DC72-B7B7-470A-9D60-CF7C00A33898},
2696,RILEY13295,,,,,,Camp Funston,USAR,Improved,3.126488366,ACR,5393.150144,FT,,,20605,,,696087.6434,4329658.566,,,1643.835452,12652.44952,PWKevin,,{61B018F5-E3EF-4D6A-BFDC-83E803BD0E0E},
2697,RILEY13296,,,,,,Camp Funston,USAR,Improved,1.462622311,ACR,2557.125706,FT,,,20605,,,696253.0136,4329469.915,,,779.4134739,5919.022492,PWKevin,,{C4A4715D-90B1-4465-8F34-1E5B36A2F4E1},
2698,RILEY13297,,,,,,Camp Funston,ECS,Improved,1.969730542,ACR,5684.277468,FT,,,20605,,,695794.4916,4329320.743,,,1732.571237,7971.216694,PWKevin,,{86488FA9-0178-4D0F-9894-CBE49BDB39BC},
2699,RILEY13298,,,,,,Camp Funston,ECS,Improved,0.679563697,ACR,2956.948734,FT,,,20605,,,695775.8901,4329634.6,,,901.2797768,2750.096712,PWKevin,,{7F3E20B5-6FAF-4FB5-AD29-A801E81CCE7D},
2700,RILEY13299,,,,,,Camp Funston,ECS,Improved,0.169241127,ACR,1305.203492,FT,,,20605,,,695590.7393,4329726.542,,,397.8268201,684.8945437,PWKevin,,{A125B0CA-C34B-4382-A7A5-CDB155004D22},
2701,RILEY13300,,,,,,Camp Funston,Type-B,Improved,0.994896904,ACR,3097.489096,FT,,DRMO,20605,,,697257.0493,4330671.311,,,944.1165646,4026.204926,PWKevin,,{E828B99B-F1DB-444E-82A0-3C86EA869760},
2702,RILEY13301,,,,,,Camp Funston,Type-B,Improved,0.44164483,ACR,1365.672487,FT,,DRMO,20605,,,697150.7488,4330395.294,,,416.2578066,1787.273218,PWKevin,,{91F2BCC5-E394-4956-8838-E90B19A3D669},
2703,RILEY13302,,,,,,Camp Funston,Type-D,Semi Improved,0.013585073,ACR,106.8867245,FT,,,20605,,,696298.6374,4330571.106,,,32.57913878,54.97684081,PWKevin,,{48D98F8A-F0D3-4B54-9579-04C9498FF16F},
2704,RILEY13303,,,,,,Camp Funston,PW-14 Day,Improved,0.011919289,ACR,102.9555332,FT,,,20605,,,696917.9826,4331409.47,,,31.38090928,48.23565032,PWKevin,,{78BF072C-DC82-4228-8F7C-01CBC29EB888},
2705,RILEY13314,,,,,,Camp Funston,Type-D,Semi Improved,0.011597565,ACR,100.3637646,FT,,,20605,,,696275.1937,4330558.743,,,30.59093665,46.9336798,PWKevin,,{0B64BC85-BFBA-47ED-97B9-E8316302A57A},
2706,RILEY13323,,,,,,Camp Funston,Type-B,Improved,0.007309605,ACR,71.76888166,FT,,,20605,,,696893.8454,4330626.912,,,21.87519888,29.58092212,PWKevin,,{F55030C8-2674-49CE-8737-21A5C5C399F5},
2707,RILEY13324,,,,,,Camp Funston,NG,Improved,0.007312431,ACR,158.0106523,FT,,,20605,,,696520.1997,4329790.242,,,48.16174315,29.59235763,PWKevin,,{2C82C8B9-7821-41D3-A17B-2F3A1BC5F32B},
2708,RILEY13326,,,,,,Camp Funston,Type-B,Improved,0.008661435,ACR,79.19523521,FT,,,20605,,,696878.5112,4330657.349,,,24.13875597,35.0515831,PWKevin,,{E1EFF377-754E-433F-8C09-E852F40FD1EC},
2709,RILEY13334,,,,,,Camp Funston,DES,Improved,1.424431943,ACR,2650.132935,FT,,,20605,,,696998.0539,4330731.232,,,807.762134,5764.471559,DES,,{A7D0E560-24D1-4BC2-B6D7-9A8A3717EFED},
2710,RILEY13335,,,,,,Camp Funston,DES,Improved,0.737618601,ACR,761.9994435,FT,,,20605,,,695107.1691,4330341.852,,,232.2578949,2985.036572,DES,,{021C6B41-889F-4BFB-A13F-7FB87D2F98C5},
2711,RILEY13336,,,,,,Camp Funston,DES,Improved,0.656872345,ACR,755.9376762,FT,,,20605,,,696771.296,4330327.269,,,230.4102645,2658.268067,DES,,{E53FA97A-70FC-4816-8C83-3C015DF7D996},
2712,RILEY13337,,,,,,Camp Funston,DES,Improved,0.500237898,ACR,1800.324022,FT,,,20605,,,696821.2396,4330279.966,,,548.7398993,2024.388461,DES,,{A9A78DA1-8E77-489A-9E41-FD0C23342D89},
2713,RILEY13338,,,,,,Camp Funston,DES,Improved,0.138430705,ACR,469.0430695,FT,,,20605,,,696977.2019,4330724.205,,,142.9646135,560.209186,DES,,{E3045009-4DCA-427E-AC76-BB228D120B25},
2714,RILEY13340,,,,,,Camp Funston,DES,Improved,0.085015733,ACR,315.2528672,FT,,,20605,,,696794.8128,4330256.468,,,96.08926611,344.0464664,DES,,{47A6E5B4-8D4B-4C90-9DB6-DB4B3229F87C},
2715,RILEY13341,,,,,,Camp Funston,DES,Improved,0.004356668,ACR,88.77352012,FT,,,20605,,,696986.9233,4330755.196,,,27.05822305,17.63081186,DES,,{AD81B3A4-558A-44DB-A663-70673114844D},
2716,RILEY13342,,,,,,Camp Funston,DES,Improved,0.006279322,ACR,161.4391968,FT,,,20605,,,696974.0827,4330733.312,,,49.2067656,25.41151496,DES,,{60CA2477-DDBB-4E20-9CC0-BDEE0AD82CD8},
2717,RILEY13344,,,,,,Camp Whitside,CAPITOL,Improved,0.311197923,ACR,640.2087809,FT,,,20605,,,693548.331,4328670.861,,,195.1360267,1259.373315,PWKevin,,{BE024E05-504A-4EE6-A4F4-0930EB4DA95E},
2718,RILEY13345,,,,,,Camp Whitside,CAPITOL,Improved,0.258348583,ACR,460.7708591,FT,,,20605,,,693495.9289,4328611.522,,,140.4432387,1045.499621,PWKevin,,{E430F37F-BA8B-48D3-A2E8-C49993330D29},
2719,RILEY13346,,,,,,Camp Whitside,CAPITOL,Improved,0.137365936,ACR,433.538344,FT,,,20605,,,693516.3703,4328598.507,,,132.1427515,555.9002208,PWKevin,,{59F74AE8-B05A-4A01-A3AB-FEAEE7AF83EA},
2720,RILEY13347,,,,,,Camp Whitside,CAPITOL,Improved,0.18577609,ACR,541.4485575,FT,,,20605,,,693560.0352,4328650.079,,,165.0338504,751.8091629,PWKevin,,{68D9A682-0F05-48AD-966E-178648B970A3},
2721,RILEY13348,,,,,,Camp Whitside,CAPITOL,Improved,1.150584148,ACR,1841.488968,FT,,,20605,,,693574.1635,4328607.971,,,561.2869599,4656.248848,PWKevin,,{7426D4CF-03CB-4C74-9C65-DE6073231852},
2722,RILEY13349,,,,,,Camp Whitside,Type-B,Improved,2.479982771,ACR,2996.827658,FT,,,20605,,,693022.7838,4328060.942,,,913.4348972,10036.13359,PWKevin,,{B09220AE-A893-408C-AF31-FB98349A1B87},
2723,RILEY13350,,,,,,Camp Whitside,Type-B,Improved,1.981483895,ACR,1572.187996,FT,,,20605,,,692788.5113,4328356.515,,,479.2038597,8018.780825,PWKevin,,{A009802D-F4F7-4B7D-9834-B8DD8F5DEFC4},
2724,RILEY13352,,,,,,Camp Whitside,Type-B,Improved,0.625876179,ACR,1001.643844,FT,,,20605,,,692877.4785,4328481.93,,,305.3016544,2532.831033,PWKevin,,{1E9F176B-49AC-4F95-B2BB-F7A51B8DB1A2},
2725,RILEY13353,,,,,,Camp Whitside,Type-B,Improved,0.414336213,ACR,961.2516577,FT,,,20605,,,692856.0674,4328352.474,,,292.9900912,1676.759163,PWKevin,,{04903148-58B1-4E27-BD66-FA346AC5ACF7},
2726,RILEY13354,,,,,,Camp Whitside,Type-B,Improved,5.995619328,ACR,3052.015674,FT,,,20605,,,692741.3504,4328204.659,,,930.2562378,24263.41058,PWKevin,,{7824ED1B-0896-4B8D-B8E8-8A079942AC77},
2727,RILEY13355,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.005714894,ACR,60.00772224,FT,,,20605,,,692567.2695,4327809.204,,,18.29039032,23.12735673,MEDDAC,,{75D6933E-9838-47D4-8D80-3EE3C9DDAB76},
2728,RILEY13356,,,,,,Camp Whitside,MEDDAC,Improved,0.004829222,ACR,64.40621079,FT,,,20605,,,692500.8041,4327954.912,,,19.63105231,19.54316887,MEDDAC,,{9EF4E5B7-4471-4AB2-AA8E-E622C65EB071},
2729,RILEY13357,,,,,,Camp Whitside,MEDDAC,Improved,0.00507898,ACR,57.45281097,FT,,,20605,,,692646.7667,4328033.349,,,17.51165181,20.5539017,MEDDAC,,{29B888E9-E063-4763-BC8F-0DF92CF318E8},
2730,RILEY13358,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.005855627,ACR,60.94871387,FT,,,20605,,,692591.6835,4327857.094,,,18.57720514,23.69688044,MEDDAC,,{C78CCDFB-A622-4926-8566-AB433AC24BB2},
2731,RILEY13359,,,,,,Camp Whitside,MEDDAC,Improved,0.005185334,ACR,66.07645956,FT,,,20605,,,692528.1678,4327993.688,,,20.14014515,20.98430125,MEDDAC,,{9D7C1FAA-B0B8-443D-BD69-8AA53743F1EE},
2732,RILEY13361,,,,,,Camp Whitside,MEDDAC,Improved,0.005095353,ACR,58.0026178,FT,,,20605,,,692687.6501,4327828.944,,,17.67923326,20.62016274,MEDDAC,,{DC30A1B0-883E-42C6-8F01-22A0C473E6F6},
2733,RILEY13364,,,,,,Camp Whitside,MEDDAC,Improved,0.007529594,ACR,95.10348686,FT,,,20605,,,692583.0952,4327963.215,,,28.98760077,30.47118452,MEDDAC,,{97989193-241D-4949-92A0-39384BEB9EA7},
2734,RILEY13365,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.004293104,ACR,53.15811288,FT,,,20605,,,692575.9131,4327772.608,,,16.20262521,17.3735759,MEDDAC,,{D70BCEE5-D080-4FE3-8D50-4861E20DA68D},
2735,RILEY13369,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.003606602,ACR,49.85206866,FT,,,20605,,,692487.4713,4327885.873,,,15.19494092,14.59539846,MEDDAC,,{E165A5D2-23AB-43DD-A894-C16742132452},
2736,RILEY13370,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.00335298,ACR,47.28665336,FT,,,20605,,,692613.9174,4327854.268,,,14.41300077,13.5690305,MEDDAC,,{38414E80-06AA-4FA4-8A81-71630C084166},
2737,RILEY13372,,,,,,Camp Whitside,MEDDAC,Improved,0.002701046,ACR,46.53146662,FT,,,20605,,,692605.8152,4328077.251,,,14.18281939,10.93074594,MEDDAC,,{1A43075B-2FA2-4985-837D-7FE4E6CDE813},
2738,RILEY13373,,,,,,Camp Whitside,MEDDAC,Improved,0.00104921,ACR,32.59251437,FT,,,20605,,,692604.9344,4327889.115,,,9.934218248,4.246002785,MEDDAC,,{D7E6F260-504C-49BD-81B1-309CCED1379B},
2739,RILEY13374,,,,,,Camp Whitside,MEDDAC,Improved,0.001009779,ACR,32.41105049,FT,,,20605,,,692602.5118,4327891.868,,,9.878907949,4.086429074,MEDDAC,,{84E46D81-BDD1-4AD9-B499-A1BDFEF04F3C},
2740,RILEY13376,,,,,,Camp Whitside,MEDDAC,Improved,0.000449671,ACR,17.79797378,FT,,,20605,,,692734.4538,4327948.634,,,5.424833257,1.81975375,MEDDAC,,{7F8F0C8C-5E87-497A-85D0-33A957467140},
2741,RILEY13377,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.009672794,ACR,96.72447057,FT,,,20605,,,693467.6187,4325790.923,,,29.48167759,39.14440842,Troop,,{FD6A717E-CA95-4151-9010-B785C24D9479},CAB
2742,RILEY13378,,,,,,Marshall Army Airfield,PW-14 Day,Improved,5.724577736,ACR,3390.745942,FT,,,20605,,,693154.9225,4325419.606,,,1033.50143,23166.54418,PWKevin,,{A921D456-D13C-46B2-B04F-CD073A13C1C4},
2743,RILEY13379,,,,,,Marshall Army Airfield,Type-B,Improved,0.009332678,ACR,137.2578945,FT,,,20605,,,693065.3151,4325107.711,,,41.83628993,37.76800978,PWKevin,,{C1459CE8-FC83-44F9-BBFD-2A20930ACDC7},
2744,RILEY13380,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.008970982,ACR,101.3278503,FT,,,20605,,,693433.4326,4324181.605,,,30.88479054,36.30427731,Troop,,{CCA37B42-61B3-4483-898B-90C182B99A0B},CAB
2745,RILEY13381,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.009319351,ACR,96.7407052,FT,,,20605,,,693525.2207,4324602.307,,,29.48662592,37.71407496,Troop,,{7651F1A6-21E7-460B-9594-C540D3A19025},CAB
2746,RILEY13383,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.003650924,ACR,64.09734827,FT,,,20605,,,693339.3881,4324127.376,,,19.53691083,14.77476372,Troop,,{B8E621B9-54F8-48EA-B424-C81FB89E8F01},CAB
2747,RILEY13384,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.003687068,ACR,65.80223207,FT,,,20605,,,693359.5947,4324106.74,,,20.05656045,14.9210344,Troop,,{6CBC1B98-5C1F-40EB-A513-BFA57E5952BF},CAB
2748,RILEY13385,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.004167404,ACR,65.00778576,FT,,,20605,,,693057.5797,4325119.057,,,19.81441273,16.86488463,PWKevin,,{6895D182-D22B-4155-A88A-4E384021B4C7},
2749,RILEY13387,,,,,,Marshall Army Airfield,Type-B,Improved,0.003815418,ACR,66.76646448,FT,,,20605,,,693118.2189,4325088.984,,,20.35045907,15.44044744,PWKevin,,{B6C65FF8-2BB7-4DF6-99E9-39E9BDD37733},
2750,RILEY13388,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.006328482,ACR,63.9400071,FT,,,20605,,,693091.1056,4325147.991,,,19.48895314,25.61045946,PWKevin,,{327001C3-E74A-4199-B8C9-88F94C54EC01},
2751,RILEY13389,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005973326,ACR,74.2533549,FT,,,20605,,,693424.8198,4324190.39,,,22.63246784,24.17319165,Troop,,{CB0FA79C-65AE-4402-AD12-D2202287E637},CAB
2752,RILEY13390,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005691646,ACR,72.90948562,FT,,,20605,,,693404.4781,4324211.138,,,22.22285566,23.03327296,Troop,,{288016BC-51AC-4DFB-8D01-B58F90EA675A},CAB
2753,RILEY13391,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005521188,ACR,60.74298832,FT,,,20605,,,693140.5626,4325191.247,,,18.51449987,22.34345549,PWKevin,,{4DF7BCD8-5630-4209-9706-0D8B665DED94},
2754,RILEY13392,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005838313,ACR,62.37088135,FT,,,20605,,,693085.2654,4325171.112,,,19.01068266,23.62681554,PWKevin,,{9DE4C140-188A-4E99-A3A3-C2F647C53FA1},
2755,RILEY13393,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.016146746,ACR,127.272309,FT,,,20605,,,693637.324,4324481.833,,,38.79267737,65.34356398,Troop,,{09374048-871F-4392-AF51-0CCEF0930345},CAB
2756,RILEY13394,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005703498,ACR,60.07137268,FT,,,20605,,,693416.1388,4324019.471,,,18.30979101,23.08123813,Troop,,{4AE4B4C9-A6DF-4112-8EB6-8EE0683A8A72},CAB
2757,RILEY13395,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.005532202,ACR,60.96722291,FT,,,20605,,,693118.3797,4325200.108,,,18.58284671,22.38802611,PWKevin,,{503B185B-5495-4CE8-856B-4411CC458CCC},
2758,RILEY13396,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.008687241,ACR,116.134754,FT,,,20605,,,693180.0201,4325216.852,,,35.39794383,35.1560189,PWKevin,,{B5D6F184-8F1C-4867-936D-91D363E60376},
2759,RILEY13397,,,,,,Marshall Army Airfield,Type-B,Improved,0.002354259,ACR,47.0564002,FT,,,20605,,,693112.4125,4325083.845,,,14.34281947,9.527348097,PWKevin,,{9D6486A6-F74B-4950-AF83-84406ED61AA6},
2760,RILEY13398,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.004916298,ACR,57.19857417,FT,,,20605,,,693257.5365,4323947.643,,,17.43416028,19.89555123,Troop,,{F5F0D3C1-8130-479D-BD5D-40BE88F823BA},CAB
2761,RILEY13399,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.004743116,ACR,68.49082518,FT,,,20605,,,693855.9025,4324889.36,,,20.87604527,19.19470854,Troop,,{12A2CE03-C643-424E-93E2-8899D28CE4C3},CAB
2762,RILEY13400,,,,,,Marshall Army Airfield,Type-B,Improved,0.00501188,ACR,84.65849187,FT,,,20605,,,693101.1598,4325074.808,,,25.80395993,20.28235777,PWKevin,,{48D3C7FB-5BAF-40F0-A862-F677574A0808},
2763,RILEY13402,,,,,,Marshall Army Airfield,Type-B,Improved,0.005923691,ACR,98.63359198,FT,,,20605,,,693128.0826,4325098.387,,,30.06357896,23.97232832,PWKevin,,{236A570C-2862-40EA-86FB-93B614723707},
2764,RILEY13403,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.004027984,ACR,53.04292077,FT,,,20605,,,693492.3742,4325785.941,,,16.16751458,16.30067394,Troop,,{B4480903-5B29-4029-A73E-BF2C9E4B0FE3},CAB
2765,RILEY13404,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.003540488,ACR,80.66586286,FT,,,20605,,,693500.6213,4324161.837,,,24.58700417,14.32784664,Troop,,{E27E07C8-A03B-48C1-9EB5-A8821DC13B9D},CAB
2766,RILEY13405,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.003383394,ACR,80.28982663,FT,,,20605,,,693515.7397,4324144.41,,,24.4723881,13.69210913,Troop,,{CAC2BEEF-1FB4-471F-8DEC-E714ACD708FD},CAB
2767,RILEY13407,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.002236538,ACR,44.10919388,FT,,,20605,,,693101.9822,4325165.486,,,13.44450918,9.050949572,PWKevin,,{F327E016-C199-4B41-9A8D-A5531088D780},
2768,RILEY13408,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.004307626,ACR,54.86628306,FT,,,20605,,,693622.3037,4324468.654,,,16.72327652,17.43234429,Troop,,{8378B51D-F5B4-4ED7-A11B-B524B00E4B0C},CAB
2769,RILEY13409,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.001878756,ACR,48.19557216,FT,,,20605,,,693203.4187,4323920.656,,,14.69003977,7.6030568,PWKevin,,{09A1B995-683E-43A7-9140-384AB381B5ED},
2770,RILEY13410,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.001634823,ACR,39.41203398,FT,,,20605,,,693619.1762,4324466.096,,,12.01281198,6.615892865,Troop,,{AFB76E76-9233-4A7F-948A-9C0BA4C8E0BA},CAB
2771,RILEY13411,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.000727044,ACR,24.98353981,FT,,,20605,,,693188.0186,4323885.12,,,7.614998163,2.942241739,PWKevin,,{BF65EF98-1E23-4A2C-ADD1-975427F0F479},
2772,RILEY13412,,,,,,Marshall Army Airfield,PW-14 Day,Improved,0.000507893,ACR,18.87499719,FT,,,20605,,,693199.1884,4323924.215,,,5.753110651,2.055368139,PWKevin,,{A18CA641-268C-4A8A-8AF4-FF5F05F7A5E3},
2773,RILEY13413,,,,,,Marshall Army Airfield,MEDDAC,Improved,0.259817111,ACR,685.0830356,FT,,,20605,,,693469.9297,4324111.305,,,208.8137269,1051.442545,MEDDAC,,{23DD3D39-4639-4A6B-A361-89EADA8B9CBF},
2774,RILEY13414,,,,,,Marshall Army Airfield,MEDDAC,Improved,0.081698728,ACR,313.1064912,FT,,,20605,,,693473.7405,4324147.764,,,95.4350494,330.6230211,MEDDAC,,{94948F7D-5624-45DC-A42A-9F61521594C5},
2775,RILEY13415,,,,,,Marshall Army Airfield,MEDDAC,Improved,0.026781374,ACR,201.7188774,FT,,,20605,,,693493.0228,4324142.853,,,61.48403679,108.3803753,MEDDAC,,{678DE646-0743-48F9-9A98-E39688B93A89},
2776,RILEY13416,,,,,,Marshall Army Airfield,MEDDAC,Improved,0.00110134,ACR,45.77487546,FT,,,20605,,,693474.0352,4324135.799,,,13.95220995,4.456964735,MEDDAC,,{CAA64390-EBD9-41D7-B32D-ACA7AED9E982},
2777,RILEY13418,,,,,,Marshall Army Airfield,PW-14 Day,Improved,3.350989068,ACR,17758.7679,FT,,,20605,,,693846.5662,4324440.396,,,5412.88328,13560.97239,PWKevin,,{3BF2F5C0-97DC-47A7-AC50-8957348F4EBF},
2778,RILEY13419,,,,,,Marshall Army Airfield,PW-14 Day,Improved,5.727706123,ACR,10600.17096,FT,,,20605,,,692720.0224,4324327.451,,,2646.986041,19765.88382,PWKevin,,{6B6F3967-1BBA-4062-A093-5D47DE7F0646},
2779,RILEY13421,,,,,,Marshall Army Airfield,PW-14 Day,Improved,3.202116443,ACR,17240.79932,FT,,,20605,,,694011.5861,4324611.901,,,5255.006143,12958.50549,PWKevin,,{0C8CCBEF-6F73-4BBC-80C2-93151DE56546},
2780,RILEY13422,,,,,,Marshall Army Airfield,PW-14 Day,Improved,2.460828679,ACR,3362.804942,FT,,,20605,,,693704.5074,4325742.058,,,1024.984996,9958.620344,Troop,,{764A4036-269D-4768-8458-998F92A551B0},CAB
2781,RILEY13423,,,,,,Marshall Army Airfield,PW-14 Day,Improved,2.380864679,ACR,11527.64192,FT,,,20605,,,694215.0346,4325672.997,,,3513.632286,9635.017515,PWKevin,,{8232C972-69CE-42F3-A241-3B17DF383BEF},
2782,RILEY13424,,,,,,Marshall Army Airfield,PW-14 Day,Improved,2.511829725,ACR,2388.954115,FT,,,20605,,,692737.3854,4324956.441,,,728.1546707,10165.01425,Troop,,{CF7C0927-F47C-461F-B01D-57509C5088B5},CAB
2783,RILEY13426,,,,,,Main Post,PW-14 Day,Improved,0.093959969,ACR,331.517298,FT,,,20605,,,691422.4559,4326422.586,,,101.0466745,380.2425038,PWKevin,,{18B1484A-5729-4FAD-BB09-4602BE33C358},
2784,RILEY13427,,,,,,Main Post,FMWR,Improved,0.095093547,ACR,244.861791,FT,,,20605,,,692542.5174,4327031.979,,,74.63402318,384.829931,PWKevin,,{6EA30AB3-1DF6-4E5D-AE2F-DDE529D755BC},
2785,RILEY13428,,,,,,Main Post,PW-7 Day,Improved,0.085008086,ACR,257.0732006,FT,,,20605,,,691635.9357,4326476.372,,,78.35606825,344.0155176,PWKenny,,{7F77EC7D-F6EB-4911-8FFC-4F2F1862E4AC},
2786,RILEY13430,,,,,,Main Post,PW-14 Day,Improved,0.066466974,ACR,388.0389951,FT,,,20605,,,692489.04,4327050.957,,,118.2745222,268.9823015,PWKevin,,{E0420A47-D28F-42F2-B4E9-ADFEABB1FF11},
2787,RILEY13431,,,,,,Main Post,FMWR,Improved,0.054317949,ACR,255.6167593,FT,,,20605,,,692577.1319,4327066.094,,,77.91214404,219.816942,PWKevin,,{44B32D41-E65A-4CCF-9D81-A9F6B9DFB5E0},
2788,RILEY13432,,,,,,Main Post,PW-14 Day,Improved,0.056139183,ACR,339.0334426,FT,,,20605,,,691811.2162,4327189.783,,,103.3376,227.1872131,PWKevin,,{4916D9AC-BA4F-4E9D-A3AC-04CE2ACD06DA},
